recipe_id,section_key,section_label,prep_method,cook_method,yield_factor_water,yield_factor_fat,yield_factor_protein,yield_factor_carbohydrate,yield_factor_other,yield_factor_fiber,filling_class,cook_stages,boil_stages,source_recipe,primary_entry_stage
BVRG_103,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_104,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_105,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_106,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_107,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_108,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_109,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_110,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_111,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_112,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_113,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_114,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_115,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_116,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_117,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_118,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_119,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_120,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_121,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_122,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_123,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_124,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_125,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_126,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_127,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_128,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_129,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_130,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_131,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_132,eggnog,Eggnog,,raw,1.0,1.0,1.0,1.0,1.0,,,,,BVRG_019,
BVRG_132,rum,Dark Rum,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_133,cocktail,Cocktail,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_134,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_135,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_136,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_137,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_138,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_139,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_140,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_141,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_142,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_143,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_144,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_145,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_146,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_147,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_148,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_149,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_150,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_151,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_152,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
SOUP_001,onion,Onion,simmer,simmer,,1.0,,,1.0,,simmer_sauce,,7,,
SOUP_001,garlic,Garlic,simmer,simmer,,1.0,,,1.0,,,,2,,
SOUP_001,soup_ref,Chicken Broth,,raw,,,,,,,,,,STOCK_003,
SOUP_001,soup,Asparagus soup,,simmer,,1.0,,,1.0,,simmer_sauce,,17,,
SOUP_003,beef,Beef,fried,fried,,1.0,,,1.0,,fried_meat,,10,,
SOUP_003,onion_celery,Onion and celery,fried,fried,,1.0,,,1.0,,fried_meat,,7,,
SOUP_003,garlic_tomato,Garlic and tomato paste,fried,fried,,1.0,,,1.0,,,,2,,
SOUP_003,stew_ref,Beef Stock,,raw,,,,,,,,,,STOCK_004,
SOUP_003,stew,Beef stew,,braise,,1.0,,,1.0,,simmer_sauce,,50,,
SOUP_004,onion_carrot,Onion and carrot,fried,fried,,1.0,,,1.0,,fried_meat,,6,,
SOUP_004,garlic,Garlic,fried,fried,,1.0,,,1.0,,,,1,,
SOUP_004,soup_ref,Chicken Broth,,raw,,,,,,,,,,STOCK_003,
SOUP_004,soup,Chicken stock and half-and-half,,simmer,,1.0,,,1.0,,simmer_sauce,,20,,
SOUP_004,cheese,Cheddar cheese,finish,raw,,1.0,,,1.0,,,,,,
SOUP_005,stock_ref,Chicken Broth,,raw,,,,,,,,,,STOCK_003,
SOUP_005,stock,Chicken stock,boiled,boiled,,1.0,,,1.0,,simmer_sauce,,3,STOCK_003,
SOUP_005,eggs,Egg drop,finish,raw,,1.0,,,1.0,,,,,,
BKFST_043,onion_jalapeno,Onion and jalapeño,fried,fried,,1.0,,,1.0,,fried_meat,,3,,
BKFST_043,tomato,Tomato,fried,fried,,1.0,,,1.0,,,,1,,
BKFST_043,eggs,Eggs,,pan seared,,1.0,,,1.0,,none,,,,
BKFST_043,finish,Cheese and cilantro,finish,raw,,1.0,,,1.0,,,,,,
BKFST_044,onion_jalapeno,Onion and jalapeño,fried,fried,,1.0,,,1.0,,fried_meat,,3,,
BKFST_044,tomato_tortilla,Tomato and tortilla chips,fried,fried,,1.0,,,1.0,,,,2,,
BKFST_044,eggs,Eggs,,pan seared,,1.0,,,1.0,,none,,,,
BKFST_044,finish,Cheese and cilantro,finish,raw,,1.0,,,1.0,,,,,,
SWEET_028,cake,Pound Cake,baked,baked,,1.0,,,1.0,,,325:70,,,
SAND_079,onion_pepper,Onion and bell pepper,pan seared,baked,,,,,,,simmer_sauce,375:27,8,,
SAND_079,beef,Beef and filling,pan seared,baked,,,,,,,fried_meat,375:27,6,,
SAND_079,crust_ref,Pie Crust Double (Unbaked),,raw,,,,,,,,,,CRUST_004,
SAND_079,crust,Crust,,baked,,,,,,,pastry,375:27,,,
ENTR_002,noodles,Noodles,boiled,simmer,,,,,,,,195:2,5,,
ENTR_002,beef,Beef,stir-fried,simmer,,,,,,,pan_grilled_steak,195:2,9,,
ENTR_002,onion_carrots,Onion & Carrots,stir-fried,simmer,,,,,,,sauteed_aromatic,195:2,5,,
ENTR_002,broccoli,Broccoli,stir-fried,simmer,,,,,,,simmered_vegetable,195:2,3,,
ENTR_002,garlic_ginger,Garlic & Ginger,stir-fried,simmer,,,,,,,sauteed_aromatic,195:2,1,,
ENTR_002,sauce,Sauce,,simmer,,,,,,,simmer_sauce,195:2,,,
ENTR_002,garnish,Garnish,finish,raw,,,,,,,,,,,
